ccp_id,name,sec_status,system_class,region
31001138,"J172052",-0.99,3,"C-R00012"
31001139,"J135036",-0.99,3,"C-R00012"
31001140,"J134431",-0.99,3,"C-R00012"
31001141,"J121105",-0.99,3,"C-R00012"
31001142,"J120357",-0.99,3,"C-R00012"
31001143,"J101854",-0.99,3,"C-R00012"
31001144,"J232826",-0.99,3,"C-R00012"
31001145,"J154934",-0.99,3,"C-R00012"
31001146,"J170132",-0.99,3,"C-R00012"
31001147,"J114916",-0.99,3,"C-R00012"
31001148,"J142400",-0.99,3,"C-R00012"
31001149,"J115502",-0.99,3,"C-R00012"
31001150,"J121300",-0.99,3,"C-R00012"
31001151,"J223658",-0.99,3,"C-R00012"
31001152,"J124327",-0.99,3,"C-R00012"
31001153,"J220438",-0.99,3,"C-R00012"
31001154,"J144636",-0.99,3,"C-R00012"
31001155,"J113347",-0.99,3,"C-R00012"
31001156,"J150737",-0.99,3,"C-R00012"
31001157,"J152044",-0.99,3,"C-R00012"
31001158,"J142443",-0.99,3,"C-R00012"
31001159,"J164104",-0.99,3,"C-R00012"
31001160,"J155008",-0.99,3,"C-R00012"
31001161,"J114358",-0.99,3,"C-R00012"
31001162,"J122259",-0.99,3,"C-R00012"
31001163,"J125243",-0.99,3,"C-R00012"
31001164,"J114508",-0.99,3,"C-R00012"
31001165,"J125216",-0.99,3,"C-R00012"
31001166,"J113143",-0.99,3,"C-R00012"
31001167,"J101612",-0.99,3,"C-R00012"
31001168,"J101354",-0.99,3,"C-R00012"
31001169,"J100156",-0.99,3,"C-R00012"
31001170,"J110425",-0.99,3,"C-R00012"
31001171,"J133121",-0.99,3,"C-R00012"
31001172,"J165936",-0.99,3,"C-R00012"
31001173,"J213411",-0.99,3,"C-R00012"
31001174,"J231545",-0.99,3,"C-R00012"
31001175,"J121603",-0.99,3,"C-R00012"
31001176,"J222120",-0.99,3,"C-R00012"
31001177,"J231240",-0.99,3,"C-R00012"
31001178,"J164338",-0.99,3,"C-R00013"
31001179,"J142603",-0.99,3,"C-R00013"
31001180,"J212812",-0.99,3,"C-R00013"
31001181,"J164501",-0.99,3,"C-R00013"
31001182,"J144751",-0.99,3,"C-R00013"
31001183,"J214744",-0.99,3,"C-R00013"
31001184,"J135304",-0.99,3,"C-R00013"
31001185,"J223601",-0.99,3,"C-R00013"
31001186,"J103529",-0.99,3,"C-R00013"
31001187,"J161051",-0.99,3,"C-R00013"
31001188,"J224352",-0.99,3,"C-R00013"
31001189,"J113048",-0.99,3,"C-R00013"
31001190,"J140322",-0.99,3,"C-R00013"
31001191,"J152741",-0.99,3,"C-R00013"
31001192,"J222732",-0.99,3,"C-R00013"
31001193,"J171542",-0.99,3,"C-R00013"
31001194,"J205136",-0.99,3,"C-R00013"
31001195,"J121706",-0.99,3,"C-R00013"
31001196,"J143110",-0.99,3,"C-R00013"
31001197,"J110121",-0.99,3,"C-R00013"
31001198,"J104626",-0.99,3,"C-R00013"
31001199,"J212159",-0.99,3,"C-R00013"
31001200,"J151733",-0.99,3,"C-R00013"
31001201,"J103032",-0.99,3,"C-R00013"
31001202,"J150048",-0.99,3,"C-R00013"
31001203,"J113432",-0.99,3,"C-R00013"
31001204,"J134629",-0.99,3,"C-R00013"
31001205,"J113339",-0.99,3,"C-R00013"
31001206,"J122041",-0.99,3,"C-R00013"
31001207,"J130719",-0.99,3,"C-R00013"
31001208,"J204039",-0.99,3,"C-R00013"
31001209,"J101048",-0.99,3,"C-R00013"
31001210,"J114119",-0.99,3,"C-R00013"
31001211,"J110411",-0.99,3,"C-R00013"
31001212,"J104903",-0.99,3,"C-R00013"
31001213,"J151433",-0.99,3,"C-R00013"
31001214,"J143040",-0.99,3,"C-R00013"
31001215,"J133521",-0.99,3,"C-R00013"
31001216,"J163911",-0.99,3,"C-R00013"
31001217,"J204842",-0.99,3,"C-R00013"
31001218,"J135214",-0.99,3,"C-R00013"
31001219,"J131716",-0.99,3,"C-R00013"
31001220,"J225350",-0.99,3,"C-R00013"
31001221,"J105447",-0.99,3,"C-R00014"
31001222,"J144103",-0.99,3,"C-R00014"
31001223,"J165847",-0.99,3,"C-R00014"
31001224,"J121921",-0.99,3,"C-R00014"
31001225,"J212025",-0.99,3,"C-R00014"
31001226,"J145717",-0.99,3,"C-R00014"
31001227,"J113705",-0.99,3,"C-R00014"
31001228,"J132037",-0.99,3,"C-R00014"
31001229,"J224401",-0.99,3,"C-R00014"
31001230,"J152544",-0.99,3,"C-R00014"
31001231,"J114506",-0.99,3,"C-R00014"
31001232,"J231245",-0.99,3,"C-R00014"
31001233,"J151804",-0.99,3,"C-R00014"
31001234,"J105033",-0.99,3,"C-R00014"
31001235,"J214600",-0.99,3,"C-R00014"
31001236,"J152333",-0.99,3,"C-R00014"
31001237,"J131245",-0.99,3,"C-R00014"
31001238,"J151045",-0.99,3,"C-R00014"
31001239,"J160822",-0.99,3,"C-R00014"
31001240,"J125944",-0.99,3,"C-R00014"
